"fch","pr01.0pan","se02.0mrn","se03.0mrn","se04.0mrn","se05.0mrn","se06.0mrn","se07.0mrn","in08.0mrn","se08.1mrn","se09.0mrn","se10.0pan","se11.0pan","se12.0pri","se13.0pes","se14.0pt","se15.0mc","se16.0prd","in17.0mrn","in18.0mrn","in19.0mrn","in20.0mrn","in21.0mrn","in22.0mrn","in23.0mrn","in24.0mrn","in25.0mrn","in26.0mrn","in27.0mrn","in28.0mrn","in29.0mrn","in30.0mrn","in31.0pes","in31.1mrn","in32.0pan","in33.0pan","in34.0pan","in35.0pri","in36.0pri","in37.0pt","in38.0mc","in39.0pvem","in39.1pri","junta.mrn","junta.jhh"
2018-09-26,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-09-27,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-09-28,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-09-29,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-09-30,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-10-01,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-10-02,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-10-03,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-10-04,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-10-05,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-10-06,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-10-07,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-10-08,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac",0,0
2018-10-09,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-10,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-11,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-12,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-13,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-14,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-15,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-16,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-17,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-18,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-19,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-20,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-21,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-22,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-23,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-24,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-25,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-26,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-27,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-28,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-29,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-30,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-10-31,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-01,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-02,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-03,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-04,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-05,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-06,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-07,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-08,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-09,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-10,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-11,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
2018-11-12,"rp2-07p","coa02p","tab02p","rp5-29p","qui04p","col02p","rp2-30p","vac","vac","vac","rp2-13p","vac","rp3-12p","nl03p","mex16p","jal19p","rp3-15p","rp3-30p","ver11p","oax07p","rp4-37p","mic05p","mex35p","ver16p","gue09p","col01p","gue07p","mor03p","vac","vac","vac","bc06p","vac","rp2-03p","rp3-03s","vac","mex09s","rp5-11p","nl05p","jal06p","rp5-20p","vac",0.46,0.62
