"fch","pr01.0mrn","se02.0mrn","se03.0mrn","se04.0mrn","se05.0mrn","se06.0mrn","se07.0mrn","se08.0mrn","se09.0mrn","in10.0mrn","se11.0pes","se11.1mrn","se12.0pan","se13.0pan","se14.0pan","se15.0pri","se16.0pt","se17.0mc","se18.0pvem","se19.0pvem","in20.0mrn","in21.0mrn","in22.0mrn","in23.0mrn","in24.0mrn","in25.0mrn","in26.0mrn","in27.0mrn","in28.0mrn","in29.0mrn","in30.0mrn","in31.0mrn","in32.0mrn","in33.0mrn","in34.0mrn","in35.0mrn","in36.0mrn","in37.0mrn","in38.0mrn","in39.0pan","in40.0indep","in41.0pan","in42.0pan","in43.0pri","in44.0pri","in45.0pri","in46.0pes","in47.0pes","in48.0pt","in49.0pt","in50.0mc","in51.0mc","in52.0prd","in53.0pan","in54.0pvem","junta.mrn","junta.jhh"
2018-09-11,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-12,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-13,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-14,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-15,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-16,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-17,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-18,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-19,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-20,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-21,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-22,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-23,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-24,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-25,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-26,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-27,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-28,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-29,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-09-30,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-10-01,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-10-02,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-10-03,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-10-04,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-10-05,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-10-06,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-10-07,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-10-08,"vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","vac","0","0"
2018-10-09,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","vac","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-10,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","vac","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-11,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","ORTEGA.A","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-12,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","ORTEGA.A","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-13,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","ORTEGA.A","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-14,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","ORTEGA.A","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-15,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","ORTEGA.A","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-16,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","ORTEGA.A","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-17,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","ORTEGA.A","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-18,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","ORTEGA.A","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-19,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","ORTEGA.A","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
2018-10-20,"RMZ.CUELLAR","CAMPOS.EQU","HDZ.CA","MERLIN","PEREZ.SEG","PONCE.MEN","MOLINA","ESPINOZA.LOP","GLZ.ROBLEDO","CASTILLO.LOZ","CABRERA","vac","SANCHEZ.RAM","TEJEDA","ROCHA.ACO","GALINDO","SANDOVAL.FLO","LOYA","GALLARDO","ESCOBAR","ANDRADE","ARECHIGA","BARROSO","CHARREZ","GARCIA.ANA","GOMEZ.ALV","LOPEZ.ROD","JARERO.VEL","MOJICA.TOL","MEJIA","PEDRERO","AMBROCIO","SANCHEZ.RE","SANTIAGO.MAR","BARRERA.BAD","MIER","POOL","vac","PEREZ.NEG","MARES","MORALES.VAZ","LOPEZ.CIS","ROSAS.QUI","TREVIÑO","VILLEGAS.ARR","HDZ.DERAS","ONOFRE","MANZANILLA.PRI","GLZ.YAÑEZ","ROBLES.MON","GOMEZ.MAL","BRAVO","ORTEGA.A","MUÑOZ.MAR","ALCANTARA","0.5","0.72"
